text,label
waduh..pantes :( https://t.co/AWS63BItZA,negative
Waiting for HQ pic from today to add on to my YoonA x Hairpin = OTP collection :D http://t.co/cGGzwDM6dG,positive
"@dennislami @Dicle_Aygur, yeah exactly :)",positive
That awkward moment when you feel that you got abs Because you can't stop laughing reading @ExcuseThePuns_ 's tweets :D,positive
Wacky :D https://t.co/UThCcBQnKD,positive
@Shovz92 @Meli_bytes Sorted :D Santorini here we come #Escape,positive
@ceeels95 Awh what's the chances 😩 when u off to Zante? We need to do something :-( x,negative
"@cyrenity I know he is, only saying what I know :)",positive
its soo hot #sunnyday #sunshine sun is smiling at me LOL :),positive
@jadehaines I want to add her :(,negative
@bbgurrll i miss you too :(,negative
"This Sunday Morning stream will also be a birthday stream, so I will follow my usual birthday procedure and play Grim Fandango! :D",positive
"@elyusia i can find most major people EXCEPT his VA

i'm not sure if they just kept it same as luminous but they didn't do that in kms &gt;:(",negative
omg when ally hugs mani she wraps her arms around her neck and pulls her closer :-(((,negative
"i walked out of the fruit shop with LOTS of pumpkins and a guy smiled at me because it looked pretty funny, but doesn't matter, it works :)",positive
@dumplinghoya I've been wanting to change it to only woohyun one but sunggyu makes me feel guilty :(,negative
@Real_Liam_Payne :))) and zayn :))),positive
"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :(",negative
Your smile makes me smile :).,positive
Well it's absolutely chuckin it down in 'ampsha :( #Rain #Rain #Rain,negative
i'm here for a reason ok : ),positive
@Periplus_Store You're welcome and thanks for exploring and retweeting :),positive
Best Burger so far!do you agree? :) http://t.co/QBV9uXGdKV #retweet #food #burger,positive
"Two days off, and now I'm buried in emails... :(",negative
@purehaire Amen. Thanks :),positive
I just wanna go to your house rn and give you a big big hug. :(((,negative
@seashoponline ohh. Hii :) haha. thanks for the info. I'll check again. 🙈 or maybe di nagsend yung order form ko &lt;/3 haha thanks ulit :),positive
I hate how they didn't have their first win yet :((,negative
@DatKidScotty check her youtube link you might like it. @jallossery another person trying to live the dream :),positive
@aleeshajulia @IAPI_Updates that is a giant balloon! I want one :),positive
@MynameisQin @ManiiFanii #taeny #fyeah the link is broken :(,negative
@NotThatBobJames Hahaha Go Doug! :-),positive
@rikkixreid @rriiccaahh @Maeee_123 sorry na :((( next time pramis 😚,negative
"#FF my BEST PALS &amp; FURBABY’S Luffs &amp; Hugs 4 the Weekend :) x 
@lancswitch3
@ILuvsScarlet
@LavenderPinks
@smartsog http://t.co/fIYPR3t2Ai",positive
There :) is :) a :) pimple :) on :) my :) forehead :) the :) size :) of :) a :) volcano :),positive
my group for Lourdes does not bang:( why :(,negative
I see Flickr Pro is back :-),positive
@cpeluso wishing you a happy Friday :) xxx,positive
@akawhatadave I agree Dutch are sound but I'm not sure I'm legible :(. I'm legible for a Israeli passport only by the law of return.,negative
I'm going to sleep before I upset myself any further :(,negative
@novi9nueve no I'm not :),positive
@sasshoseok did u get called by tp law? :(,negative
@imdanielpadilla hi!!!!!! love u :( :(,negative
When things go wrong they go wrong I have broken my manual wheelchair checked if I can get one that fits from NHS and its 26weeks wait :(,negative
@oIiverfelicitys UGH YUCK :( make sure you rest the next two days then,negative
weak at dom :( DOM TECHNIQUES?! https://t.co/5WyrdvjzSf,negative
I missed half of Music Bank bc grocery shopping :( but the good thing is: I finally have hubba bubba bubble gum again &lt;3,negative
I still don't want Harriet to leave though :((((((,negative
@stuck_for_ideas Thanks for the shout out guys :),positive
i wish :( #ZaynIsComingBackOnJuly26,negative
i need to get used to waking up alone again :((,negative
The pain of all #UberIceCream drivers being busy :(,negative
@JamesMorrisonOK what about Leeds? I wanna see you live again :(,negative
@Movieespeech Hey and thank you for following :),positive
@electricgecko (Introducing a new word vs. altering the understanding of a word) x spreading either = The Big Problem. :),positive
My ghost #bae :D #love  #TagsForLikesApp #instagood #me #smile #follow #cute #photooftheday #tbt… https://t.co/KLSHoO7UgP,positive
I wish my Parents would live forever. :(,negative
@carlyraejepsen you ain't gonna follow me?:(,negative
@IBePyari follow back :),positive
@renukaVyavahare Thank you so much.. So glad you liked it.. :-),positive
Need special medicine for our son's kidneys but we can't afford it because we bought printer ink last week :(,negative
Oops... a server error occurred and your email was not sent. :( :(,negative
@angelhairhes i dont have snapchat :(,negative
Five Nights at Freddy's 4 | Night 1 ! https://t.co/Cl0YoptUAg :D,positive
@NASA nuf with the teasing already - show us the aliens now - everyday we seem to get closer to seeing our alien cousins :-),positive
Stats for the week have arrived. 2 new followers and NO unfollowers :) via http://t.co/iRH0F3yvXU.,positive
Feel free to share with others.  :-) http://t.co/c2W7znBQ0P,positive
@cabeIlovato wtf body goals :(,negative
Ugh :( My head hurts.,negative
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @maphisa301,positive
"@rosehut1 And thank you to wonderful readers like you, Rose, who make it all worthwhile. Have a lovely weekend. :)",positive
@chelsea_acker THAT'S what we like to hear! Lots of bubbles please! :-) #quacketyquack http://t.co/tucq8X8Nye,positive
"@natsu1725 @AdeccoWaytoWork 
Went to Tokyo station for dinner :) 
its good to see someone from Kansai area !
#KunoriforCEO #CEO1Month",positive
@EMPERYtech supposedly one of the worst kernels for any device :(,negative
my head is killing me :(,negative
BIG thx @bikechainricci 4 the kind support @SHINEUKCharity @ShineBalloons. GOOD LUCK!! :-),positive
What is this ??? #ZaynIsComingBackOnJuly26 :( ;(,negative
I need relax.:-( ...#lungomare #Pesaro #giachietittiwedding #igersoftheday #summertime #summer… https://t.co/IHFceHoxl3,negative
I wanna go to the movies today but no one is down :(,negative
"@Prinsesandreya happy birthday, Cess! :)",positive
"Heeeeyyy. Can all of you follow my fan account? @KINGT0MLINS0N 

Thank you! :)",positive
@wbuharryy i love you :(,negative
she likes rose more than me :(,negative
@Varun_dvn Okeyyyyyy VDDDD :)));))))  So excited can't wait ... ! ! Love selfeeee pics on insta :) ♥♥ special coco .. 🙆🙌😛😄😄😁😂😂🐒😁😝❤ #dishoom,positive
"Poor SBENU :&lt; SaSin wasn't happy at all... As the best player on his team.. :(
But Anarchy~~~ :3 &lt;3",negative
Babyy :((( http://t.co/WX0gjCms9t,negative
@jenxmish @wittykrushnic you are the only thing that i need :(,negative
@casterogue @KristineMayor :((((( no money 😩😩😩😢,negative
@GarryKGraham @Jacedafaceis Yeah I had 2 keys too.  You can guess who I gave mine too :D,positive
Having boring time :( don't know what to do.....,negative
"@taylorswift13 UGH,I JUST WANT TO BE WITH YOU RIGHT HERE AND RIGHT NOW,I NEED YA TAY. You are the only one who understands me. :(",negative
"@ron_boll Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/ZGFwvC5IxT .Plz let us know what u think :)",positive
Saturday Classes! :(,negative
Wft.. can't watch the awesome replay!! :-( https://t.co/ChzrqtelPh,negative
"After a long day/week, #Viparita #Karani (#LegsUpTheWall) is the perfect pose to unwind... EnJOY!!! :-) http://t.co/VGoOFhLeqr",positive
I just finished day 33 of the @YouVersion plan 'Bible in 90 Days'. Check it out here: 2 Chronicles 23 completed :) http://t.co/3Yw3TFCRk6,positive
i lost my 3.4k :(,negative
did I missed apink performance? :(,negative
@TheChelseaTalk gutted you're one of the few people I won't be able to finally meet :(,negative
@sinSALEM this is a very sad moment :(,negative
I doubt i'm going to bed soon though. :( I wake up at like 9.,negative
Ive got so much things to do in 3 days. :( what is syawal now. http://t.co/QZ4K9f36bs,negative
@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(,negative
@Seventh_Naruto yosh :),positive
I feel so ill today :(,negative
@danagold721 @PalladiumGravur @clementine_ford Yes youre right..and its sad that so many intolerant scared xenophobes are out there :-(,negative
@Jux_Clerance elephants also enjoy the taste of the unique Marula fruit :),positive
Im not getting ollys tweet notifications :(,negative
getting holiday clothes on a day like this. Wanna go now :(,negative
"@Rigan_s @HakubiRedwinter b-but, my favorite thing about gintama is the shinsengumi special chapters :(",negative
When one of japan's pop artist become one of my follower on IG... Nice :),positive
i miss being a kid. i can't believe I'm doing adult stuff like paying rent and bills and doing a degree and shit like . the fuck??!?:(,negative
"@H20akes ""Gleam of Jazz"" is my original painting. Thanks a lot for the Retweet! :) x",positive
I always tell myself to not take that nap because I won't be able to sleep at night but like I always take that nap :-),positive
@angelhairhes Please Fra i am hoping u can pick me :(,negative
@GET_TUDA_CHOPPA from all over the place I hope :) I’m a pro at remote work AND traveling ;),positive
ricky_febs Follback ya :),positive
Craving chicken wings :(,negative
Now this is what I call #ThrowbackFriday !! Christen ki yaad aa Gayi :D  https://t.co/RHTce9ByRd,positive
SNAPCHAT : ShoshannaVassil #snapchat #hornykik #selfie #gay #porn #quote #camsex :( http://t.co/COW9YcUeaA,negative
@norman__g lucky spike only :-(,negative
"@MaxBlumenthal Hi Max, I was filming in Gaza a few months back. Would love retweet if you think it's good enough! :) https://t.co/l38a8bAd4z",positive
@AYINAJ__ why you only got half :(((,negative
CHEM LT WAS NOT NICE :(((,negative
"I love you too :) And now I want corn chips :)
@SoldHerSoul",positive
"@2015Geetanjali Well done, it's good to get thing out of the way :-))",positive
@wonwooo17 /grepe grepein/ :(,negative
Awesome :-),positive
"Pegell, lemess (n) :D",positive
@screamcarol Morning beautiful :) How are you &amp; Neil today sweetie xxxx,positive
My cat loves to snuggle up right by my face &amp; I love it but can never breathe :(,negative
happinessss~!! :))  https://t.co/slOn63OUeS,positive
@team_ne29 another amazing video Kev :) we are so proud to have such wonderful support from such a wonderful person :) @daftasabrushcc,positive
naeun :( body goals :(,negative
@itsdemigdr ma come :-(,negative
NSTP Class tomorrow :(,negative
@seb_grant Woah. Okay. Expect tweets when this fucker dies again! :),positive
@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������ ♥,negative
fineandyu takes such gd pics its like she's trying to hurt me :-(,negative
"@JessLarum @mdoyle08 haha WHATEVS, JESS! we all know you thought surry hills was near botany! :)",positive
@keikopotato IM GONNA MISS U SEXY PREXY :(((((((((,negative
no more of being 'high all the time' :((((((((((( this is v sad,negative
@ignitionphoto You're very welcome. :),positive
@hydrcted what :-) did :-) i :-) do :-?,positive
@SpongeZim .. Thank you Mario... Have a wonderful Friday.... :)),positive
@BeforeYouExit you haven't follow me too :(,negative
No one is brave enough to watch all my snapchat story :(,negative
watching where we are concert film :),positive
@Gurmeetramrahim #OurDaughtersOurPride #mypapamypride Proud of You Papa Coach :),positive
@brtoon  thank you :) out and about there this weekend so will try my best :) !,positive
@wotjustin UR ACTUALLY WATCHING (but is it for me smh #what #a #bff #yes #hashtags #bc #u #love #me jk omfg im so hyper :-( ),negative
@wndyRVel_ Thanks wendy! Let's be friend yaa :),positive
Trying to stay up to watch this game is not working for me :(,negative
@_xRiya Strange Kareena's Fans Not Knowing Kareena's Fans :),positive
@shereenstrachan i know them feels :(,negative
@jamesamurao I miss you :(,negative
"@Aiteee1 Aitor SnS, Would you mind checking my Bio and participate in PS4 giveaway? It could be that you are the winner :)",positive
@heydonworks Nice tee man :),positive
...because it's Friday :D (y) http://t.co/6rA4ZlpjO9,positive
@zaynahoranpayno Your Welcome! :D,positive
@Megalos_K I like your eyes :D,positive
Thanks to everyone who came to the show and tipped :) http://t.co/fZHtA3JEnq,positive
@groovinshawn they are rechargeable and it normally comes with a charger when u buy it :),positive
"@sculptorfred Ha! I thought I had, so made sure I did! :)",positive
"If anybody around Penrith/Emu Plains sees her (she's giant and hard to miss) please let me know
Very important :( http://t.co/zQh19Rl1t2",negative
@Omar_Omark thanks omar :),positive
i wanted to stay up till infinite's win but it's 5:30am already :(,negative
Good morning all! Have a fab Friday! :),positive
@Ashton5SOS @5SOS love u 2 :-),positive
final grade for my class :-) http://t.co/YRytmftXPv,positive
Stock up sa for 1 hour. :(,negative
@damnkathleen come thru b I miss you :(,negative
@OloapZurc damn. Hopefully! We deserve one since it's been ages since our last repack (i wont mention how boy groups gets repacks always) :(,negative
@RachaelAtWork @curexcomplex Don't even talk to me about computers. I'm having a data conversion done and it's all gone wrong. Crying :(,negative
i was literally just about to give up and just get general tickets but i tried one more time and i finally got m&amp;g :-),positive
@muhammadskates :( that's a long time,negative
"If you're reading this, you're beautiful. 
Like this if you just read this :)",positive
sorry for always changing my layout :(,negative
@Nickalaws do you think you &amp; Matt will ever get back together? Or stay friends? :),positive
I missed the goal :( 1-0 Real,negative
@ClaireGibbsUK fantastic!!! Brilliant news :),positive
@nattan23 hahahaha i remember it so clearly :p,positive
"@tracysharpy3 @Debbeedale Thank you for coming ladies, so lovely to see you both :) We don't know either!!",positive
@_GetUpAndTry same :(,negative
"@smilingkrys omaygad , i didnt know vic got surgery :( and theres amber :((( TT.TT",negative
@wishm4ster it says my bday :))))),positive
"@UmmJihad1 funny how you use ""kuffar"" computers, cell phones and social media to spread your diarrhea though. Immigrant lice :D",positive
"@vkon1 Going to see it tonight - sons' choice of film, so glad to hear that its worth watching :)",positive
Shocking News!!! :( #RIPTito,negative
I'm kinda sort of fucked :-),positive
I love blue eyes :(,negative
I don't want to be in a world where Hulk Hogan has been scrubbed from WWE history :-(,negative
@98_madhvi_tommo  it apparently isnt :(,negative
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/uo3T40FtCQ.,positive
@LucasUpton @maffup enjoy these treats while young :(,negative
@vinrana1986 hii vin plss rply my tweet :((,negative
@churlishmeg Hi Meg. Just sent you an email about Verity's performances being cancelled this weekend. :( Rupert,negative
"@SupportOrganize Hey Lynne, on FB the Buffer button will bring up your composer and you can Buffer an FB share. :)  -Mary",positive
"Sorry, I cant hope you :( http://t.co/wInJbEhRq1",negative
#FF #HappyFriday @SageVatic  @marchicristian @bounceroriginal @BeenFingered @Dj_Mando_Off have a great #Friday :-),positive
http://t.co/GYecoPRjXm bring you :) Boatbound Brings Luxury Yachting To The Masses - http://t.co/QaIPTxrUKm #tech /via @BuzzFeed,positive
lmaoo me and my mca team gettin HELLA money dm me now if u wana make FAST bandz ASAP!!!!:) http://t.co/JJK9zdfByc,positive
@drewharley67 @GerardButler You're so right about that! :-),positive
"@JessStewart1 @CelebrityCruise @ade_rob  I love Connie,  she's a fabulous ship with an amazing crew and staff. Have a great time :-)",positive
I just want to look good for you :),positive
Finally went to the drive in tonight :-),positive
@DescentHypnosis Well received but not necessary. :) https://t.co/mRAJMGm0Nm,positive
@espresso_based is that you? what happened? :(,negative
Civ 5 just crashed in the middle of a marathon game... :(,negative
@starksmurdock AHH THANK U :D,positive
When fave unfollows :(😩💖 @itisfurny http://t.co/hoVQLoKtIg,negative
@ArtForCause Cool. Will look for you there. :),positive
brb going somewhere im forced to go :-),positive
BABY BOY :((((,negative
"#HappyFriday! Is there anything IT related that you needed help with? If so, give us a call on 01482 333505 :)",positive
＠Real_Liam_Payne please follow me :( i have been waiting for your follow back :( please follow me back or retweet or reply this :(,negative
@Sanza_T @LeratoTmohale Does the bag do the job Sanza?  :-),positive
"@howarth_83 Hi Paul, that's not good to hear :( Can you DM some more information about what happened when you contacted us?",negative
@LoreTam Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positive
@coxn8r Morning to you too? Not really :D U're already having fun cause its weekend right? :D ure in the future ;)) Have an amazing night,positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x30",positive
@vipervillan  haaa you would miss him :-),positive
duh emesh :p https://t.co/FtiAVocFll,positive
@Marsaliath Oops :(,negative
:((((((( this is so sad i cwnt help it  https://t.co/glBmiAAJ79,negative
"""zayn"" starts with a small letter Z. Why? :( @Real_Liam_Payne",negative
these JMU camps are such a tease bc I just wanna be here now :(,negative
@Emeraldere You're going to die. I'm sorry :(,negative
@WeeklyChris I'm sorry sweetie :( No one deserves that.,negative
Missing you :(,negative
Et Brotherhood of Steel ? :( https://t.co/3qH5rrf0xs,negative
i didn't realize it was 3 am i was watching concert videos and pcd is extremely hard rn :(,negative
@__GiveawayDMs_ it's actually 1 AM here hehe :) where do you live? It's strange to imagine...,positive
@gculloty87 @linda_regan @retrodramafans Yeah! She plays the pretty girl at the bus stop :) X,positive
"@scottydoddy Hi George, I can't see that we sell this I'm afraid :( Sorry about that! Thanks, Beth",negative
@iyah_mohamad  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
Guys with blue eyes :D,positive
@margauxxemm yes baby kaya i'm so sorry :(((((,negative
"at first I did love you, but now I just wanna fuck, late night thinking of you until I got a nut :-) :v

""look... http://t.co/8YhLcb16Lf",positive
"""Hey I think I'm gonna have an asthma attack I don't have my inhaler"" 

""omg r u gonna be ok???"" 

""Yeah u just took my breathe away :)""",positive
I want to sleep :(,negative
"@melaniemorris Hi Melanie :-) We do in fact, they're really used in cases where normal WiFi could be an issue as you mentioned. You can ....",positive
"@ncilla so thát's what i've been doing wrong :(
a powerpoint presentation with expectations before, during and after diner is no-no either?",negative
Fries please? :( @JustMeAla,negative
So lonely that sometimes i call my own number to get a busy tone. ;_; :(,negative
Have a nice day queen! :) @esthercarodan,positive
Don't have that one :( @Ifrahbreezy @missmbuga Perhaps something else? 87.7 #2fm,negative
@BarbieDevotees lyka follow back na :),positive
@alexrothera @RonanTKavanagh @festofcuriosity They do their stuff well :-) @SciEllen would know...,positive
"i hope you feel better, jay. :(",negative
I'm so hungry :(,negative
going home tomorrow :-(,negative
Nickyyyyyyyyyyyyyyyy wtf did you do ¿ :(,negative
@mullingfrackle fback? :),positive
@RyanGage Yeah ! Nothing can stop the King of France :D Have a nice day !,positive
@Gvmba shoulda let me borrow one of those knives :D,positive
Feels like a lifetime ! We finish on the same day :( !! Party time @xBethanyOystonx Xxx,negative
Oh be :D,positive
"@TheSYLEPress @SciFiNow Great! I regret not getting a signed copy of #DeathOfGrass. John added ""thanks for loan of the lawnmower"" :-)",positive
"@princesswhut FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
@djcunningham Thanks for the favorite! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,positive
@deadmau5 dieback music pack totally worth it! It's awesome :) #dota2,positive
@ValleyAllBlack hello hello :) *waves from D couch*,positive
"Hello this is not Imitatia oe Michelle, leave a mention :) #bot",positive
@LaEtchi unfortunately yours smells like doo doo :(,negative
@iTaimikhan yepp.. I'm getting bore :(,negative
@swiftstruelove :( let me speak *struggles*,negative
@_siMan__ says it's unavailable. :-(,negative
@LxJffrs Thanks Alex. :-),positive
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.343
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
@bjoernknafla @s_whiteant that’s EXACTLY the look I’m going for :D,positive
@solodmsdailyxo @awkwardxnjh done :),positive
@Maddo1970 @RomeroJos01 @WhitbyWhatsOn Thank you. Glad you enjoyed! :-),positive
@CFCDianaMonkey brilliant thanks for all the advice :-),positive
We're truly sorry @chrisbrown :( have a safe flight.,negative
Three 190s in a row?! Where is my 33 :(,negative
"That's all I need to know, is that everything is going to be okay :-)",positive
@OMGitsBern_92  All sorted in the early hours. Thanks again for your help &amp; raising the initial issue. makes the community what it is :),positive
im so tired! :(,negative
wow finally aku bakal liat kak merry di tv for the first time :D,positive
@zazaraisovna why so serious? :(,negative
@ellieharveyy it probably your fault he lost his phone :(,negative
My SNAPCHAT - jennyjean22 #snapchat #kikmeboys #model #french #kikchat #sabadodeganarseguidores #sexysasunday :) http://t.co/4zfuqqaLsW,positive
@RuneScape @OldSchoolRS on OldSchool Runescape :),positive
"All is fair in love and war kapan update :(

Oh ya udah dihapus. Hilang dari muka bumi.

I want to read it once more someone give me link 😢",negative
@abbyfoy_ I MISS MY BRACES :((,negative
Goodbye stage :( you'll be miss,negative
@DestinyNews_net Bungie not nice to us folk in the rest of the world. :(,negative
#ShareTheLove @oymgroup @musicartisthere for being top HighValue members this week :) @nataliavas http://t.co/IWSDMtcayt,positive
And it's not easy to be me :(,negative
Come and design your own jute bag today :),positive
@PrinceOfRnbZJM please read and reply my dm please.. :),positive
everyone is going to womad but me :(,negative
"@CherylWalmsley hmmm, they always have so much sugar in them, I rarely make them. Sorry I couldn't help. :(",negative
Watching abusive relationship videos is so fucking hard. I'm trying not to cry but it's like... :(,negative
@EJWoolf hi emma. :-) can I ask is your #BellyButton an #Innie or an #Outie?,positive
@StephanieAlys That's great Stephanie! Good luck with your training :) #findyourfit,positive
@fouraroundworld thanks for sharing! Wishing you a wicked weekend :),positive
@stephbichard thank you Stephanie! Ily2 💖💖:),positive
"“@kuskus1: @pamtravel I bet you are wonder what happened :(”
Just trying to calm down before I start again 🙏🏻🎂",negative
.@kitchtablepro here's that selfie Tara! Thanks again for another great event . . . #HappyFriday #ff :) http://t.co/a4zUxwEsV7,positive
Really don't like Demi's new song/ video :(,negative
"@nat_broco erm, what's that like then :(",negative
@dongvvoo1122 😀🔫 r u sure u want that b r u h we barely survive w them in tank tops :((,negative
"With the shoulder pads mounted my Inquisitor is finished... for now :)
#Cosplay #cosplayprogress… https://t.co/LrmYdhJRBF",positive
Have a Great Friday Frens :-),positive
Thank you so much @ABCTV - I didn't know the greatest magical detective #JonathanCreek was back on TV! Off to set the DVR now!! :),positive
@jonathan_wolle Lucky :(,negative
"Wanted sleep at that time,guess i got it...Morning :) @LADE_KRANE",positive
@CatrionaShearer Just let us know the best address for you :),positive
"""@hallarkd: @haxllaark @hallahup_ @pxleehalla @hallakuma @hallashi guys :( http://t.co/gXI974Xj63""saoloh -_-",negative
@rustyrockets I wish I could come and see you but on Disability pension with PTSD makes it impossible both physically and financially :(,negative
"@Formation_media We can't, it's going to be great :D",positive
Goodbye twitter. I will not be there for a long time. :),positive
#ff @CapeLondonWine @stanstedchamber @iconic_pr @Its_an_airline @Martelsbusvill Have a great day everyone :-),positive
"A very productive day so far :) Happy Days...!!  :) :) but my head is spinning with things, those voices keep calling..!!! Lol 󾌴",positive
@heyimbunny_ in Australia it's morning for them :D,positive
@lightmytorch I'm not there anymore!! Would have signed if I saw you! :( thank you for coming,negative
The worst mental block is a half-remembered song when its melody's in your head n it ain't leaving and you can't recall the whole either :((,negative
@Starlight_Sarah awwww oh nein :(,negative
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @me1campbell,positive
@rosicky1987 WHERE U BEEN HIDING BABY :((,negative
@yvonneainah I love you! :),positive
@21dadoongie yes hopefully next year :((,negative
@Smiling_Girly_  U r my dii n i cant forget my Sis :),positive
@zaynmalik zayn :((,negative
It's the #Halesowen #BlackCountryFair tomorrow! Are any of our followers going? Come and say hello - our stand is on the High Street :-),positive
@_cigarella :( ion wanna hear that,negative
i'm going to sleep. i hope i wake up with a follow from luke hemmings someday :) goodnight fam ily and 5sos a lot 💟 http://t.co/YX0hTS3lXT,positive
@roguefond @solarfIarefic i miss her too where is she :(,negative
#FollowFriday @wncer1 @Defense_gouv for being top influencers in my community this week :),positive
@tookiebunten looks like a few of our customers must be regular readers :) Good Luck #webtogsawards,positive
Got an interview for the job that I want but they rang me Tuesday for the interview on Thursday but in on holiday :(,negative
Might be the biggest move I've made in my life if it works out. :),positive
@DJSMOOK GUD NIGHT :),positive
Gym Monday can't wait :). Likes,positive
someone has niall layouts to give me? :(,negative
@adamhulme86 @QPRFC @IJTaylor81 Enjoy. :),positive
@ManLikeSergio Delphy Injured :(,negative
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @IvanVissies,positive
"@grillo_23 @sleepyjoe2 @Karnage90 @RichardDawkins Dear person, please study before embarrassing urself. Entropy works 100% w/ evolution :)",positive
Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/TRfnv7X9GN.,positive
@CharmingJedward you´re welcome!! :),positive
@EXOWORLDINA is he crying or something ?? His nose is red ! :(,negative
oh that actually made me sad lol :(((,negative
fnaf 4 coming after my holiday now :(,negative
@benfosterdev Indeed. May I email you for a bit more info ? :-),positive
Hateeeee time apart :(,negative
Sometimes it's all about choosing between your ego and your relationship. :),positive
Hellooooooooo Friday! We meet again! :) Almost the weekend! :),positive
@jujumber ya I realized :((( check viber mwah,negative
@ReviewResorts @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),positive
@GeoffCrowther1 @Goldenorfephoto just about send an all persons bulletin.. well.. tweet. Folk on here are fantastic!  :),positive
@annarlonsdale When she asked to go to the bathroom :-( I'm really enjoying the show though.,negative
@soorjugn dare :(,negative
"@SoLmaoPics Welcome to @123GreetingsCom Family..:)
Sending some laughter &amp; giggles your way http://t.co/YlTyDAhAtJ 😃 http://t.co/7huIeBsvZK",positive
IM LISTENING TO EVERYTHING ABOUT YOU :((,negative
"@voice_kyohei Oh, I am still stuck on some island ... :D need to learn how to sail my ship faster ,,, :D",positive
"@IGNUK #1TBPS4 Wow! what a prize! so delightful for my eyes, pick me to win and I will burst and sing ""PS4 is mine and I feel divine"" :)",positive
@stumac1974 Urquhart Castle: http://t.co/bSgiJFpICc Find all events here: http://t.co/cCS5QGfkk7 Hope that helps :),positive
"You always be part of me, I am part of you and defenitely...♬ @MOHDBINTANG :p",positive
Lol no woman will want to share that Greek god body :) @alnina__ @2fmke,positive
@AlexBarnes96 give me your Skype name my FaceTime doesn't work :(,negative
Finding a good conference hotel in London is tricky! They are all too small :(,negative
@CG_Rated did u mean to hide the fots? :p,positive
@marilynemy_ good night :),positive
@AlexCarranza21 I'm so sorry! I ran out with a friend after having a rough day. I'll try to stream on Saturday! :),positive
@iretrogame @RetroGamerProbs @RETR0JOE @gamesyouloved @JuicyGameReview nice to see some emulation being brought up :),positive
Sissi made a tote bag for me for my birthday and i use it all the time and now its slowly breaking and it makes me really sad :(,negative
@Phonemast Ah must have missed that. Still no sign of any data network in #Elgin yet though :-(,negative
@Miss_Dyna_Mite yaaaaayyyyyy you are my best friendaaaaaaa *shouts like minions* :),positive
@hugeboysmh YA! YA SONG MINO! WHERE ARE YOU? :(,negative
@deefizzy :-( poor boy,negative
"@EoleTrading Right on, then :)",positive
"@iKONBI22 hello hanbin :D
seems its my first time talk with you",positive
@ROBBOsickdog @ClassixOSRS will watch :),positive
I'm hungry and i cant make food since my brother is sleeping in the living room &gt;:(,negative
Thanks :) @TONELOC101  https://t.co/rdh1X7dih6,positive
Someone come over and I'll make popcorn and watch movies just pls cuddle me :(,negative
"@tanjalakic_ It's NEVER a bad time for a bath, if you have us Rubber Ducks with you! :-) #quacketyquack",positive
liceooooo :(,negative
"@readcreatelove Great to hear you had such a nice day, thanks for visiting :)",positive
I can't sleep :( http://t.co/7IiyoPYtXl,negative
@itradeland that's one of mine. Button pusher. Out soon :),positive
Tbh me too but they now busy wth their concert schedule :( aisyhhh https://t.co/16pOubmvlX,negative
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.336
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
@andrwedwrds stop cyber bullying me :-(,negative
Check out my bro @13Mesh 2nd blogiversary! Many more awesome reviews to come :D ... http://t.co/a5xIGzTueL,positive
"@Dutts1981 (2/2) call before you visit to double check :) http://t.co/D7zK1MWgh3 Thanks, Beth",positive
@GIJojo2 Finishing on Monday! Sadly :( Then closed beta at the end of the year!,negative
@kawaiinekolaura tuesday :)))))),positive
Snapchat me : sexyjudy19 #snapchat #kikmeboys #tagsforlikes #pussy #gay #indiemusic #sexo :) http://t.co/aAK0phT3GE,positive
I'm so sick aahhhh i hate this feeling :-(,negative
so fucking tired and i have to drive home :(,negative
.@1234Mania #jedzjabłka or #pijjabłka - whatever :) This article re Polish cider by @AB_Chapman is a #MustRead anyway @nawacki @TheEconomist,positive
